sid,label,clid,x,y,pecol2,txt
22,0,46,56.877593994140625,6.260605812072754,0.04597853529131985,"Girls are playing outdoors."
23,0,12,-16.742965698242188,5.237015724182129,0.004959236198347104,"People are jumping outside."
24,0,21,56.790069580078125,-29.719463348388672,0.022495282249478218,"A snow field with a snowboarder on it"
25,0,49,69.62495422363281,-34.20928192138672,0.035666099720881174,"The lady has a garden"
26,0,11,-7.592314720153809,5.835197925567627,0.02169531157102342,"A man watches bike repairs."
27,0,29,-41.18037414550781,-32.886592864990234,0.02449230759921533,"A man is in a black shirt"
28,0,1,16.341339111328125,-7.390857696533203,0.03635462497041419,"A person is in a garage."
29,0,1,33.119205474853516,10.16286563873291,0.03635462497041419,"A man repairs bicycles."
30,0,28,35.1114501953125,46.79617691040039,0.11858869372412995,"People wait at a station."
31,0,44,78.44380187988281,-6.55470609664917,0.003022594515169542,"A child wearing a red top is standing behind a blond headed child"
32,0,31,11.71927261352539,4.5519256591796875,0.022034423455559515,"A person outside pushing a stroller."
33,0,23,9.905963897705078,-62.346797943115234,0.27734268104700377,"An animal is outside in the cold weather playing with a plastic toy."
34,0,17,18.92325210571289,5.018840312957764,0.0636117033774417,"People are talking underneath a covering."
35,0,29,-13.653996467590332,2.5116934776306152,0.02449230759921533,"A girl is playing an instrument."
36,0,29,-49.4371337890625,-25.24071502685547,0.02449230759921533,"A woman is playing the violin."
37,0,17,24.006088256835938,18.112396240234375,0.0636117033774417,"three men look at the camera"
38,0,40,-10.450175285339355,-57.833892822265625,0.09717296353909463,"A car making a right turn had three pedestrians cross behind it."
39,0,9,7.45826530456543,39.76747131347656,0.014865156261925215,"A car proceeding straight as pedestrians walked across the road in back of it."
40,0,35,19.907968521118164,-65.05757904052734,0.30177731098972427,"there are three boys"
41,0,21,66.11381530761719,-23.358043670654297,0.022495282249478218,"The boys are on the street"
42,0,4,-11.513891220092773,-42.67279815673828,0.1230371509667819,"Some people are blowing out candles"
43,0,9,8.36308765411377,21.656496047973633,0.014865156261925215,"There are three girls and a cake"
44,0,23,16.846582412719727,-65.85050964355469,0.27734268104700377,"The crowd on the ground is watching 3 people on the roof's edge."
45,0,1,26.236465454101562,-4.778099536895752,0.03635462497041419,"A woman is working."
46,0,9,17.80527114868164,20.09404182434082,0.014865156261925215,"People talking next to lockers."
47,0,24,12.392536163330078,53.36076354980469,0.04510677240969364,"A gray haired person is looking at a gentleman."
48,0,8,1.5743191242218018,-63.761226654052734,0.18655425116342236,"Two kids are hugging."
49,0,45,55.13468933105469,-40.02908706665039,0.11434247999999997,"Two kids were hugging."
50,0,23,15.62487506866455,-57.58491134643555,0.27734268104700377,"A large number of people walking on a street."
51,0,36,-57.1211051940918,-23.2724609375,0.016123917231063458,"A man is riding a motorcycle."
52,0,4,-11.921324729919434,-52.246891021728516,0.1230371509667819,"indian women perform together in gorgeous costumes"
53,0,14,0.13377965986728668,-21.465246200561523,0.05727677263949347,"A person is swimming."
54,0,33,14.001874923706055,-39.438724517822266,0.10551404392308991,"a person is walking out of water."
55,0,26,-21.682750701904297,17.6402530670166,0.0021203172781065083,"There are people outside."
56,0,44,74.85124969482422,-5.233997344970703,0.003022594515169542,"There is a woman painting."
57,0,33,4.4756646156311035,-47.25801086425781,0.10551404392308991,"People are eating at a table outside."
58,0,49,57.8250846862793,-37.98262023925781,0.035666099720881174,"The women were walking downtown"
59,0,41,18.910144805908203,41.504154205322266,0.051006566874385394,"The group of people aren't inide of the building."
60,0,42,41.34861755371094,17.245695114135742,0.014399780713860793,"Girls walk down the street."
61,0,11,34.330440521240234,8.429126739501953,0.02169531157102342,"a person standing."
62,0,7,47.741851806640625,-3.1527063846588135,0.01666067892473118,"a man standing on his motorbike."
63,0,9,1.0860966444015503,16.975975036621094,0.014865156261925215,"The man puts something on the other mans head."
64,0,17,28.66229820251465,24.935596466064453,0.0636117033774417,"Two people are outside."
65,0,35,21.37558937072754,-63.24370574951172,0.30177731098972427,"a boy is against the wall of a raised foundation"
66,0,23,20.096036911010742,-58.84573745727539,0.27734268104700377,"Bruce Springsteen is a singer."
67,0,8,7.301483154296875,-57.75133514404297,0.18655425116342236,"Six dogs are outdoors."
68,0,27,10.44583511352539,36.8306999206543,0.02927425684441197,"A man and woman take selfies of themselves."
69,0,42,40.32175827026367,24.54288673400879,0.014399780713860793,"People are dancing."
70,0,10,17.355215072631836,-35.2427978515625,0.10939573623944455,"Men sit on the bus."
71,0,33,8.717604637145996,-47.6893310546875,0.10551404392308991,"Two people climbing on a wooden scaffold."
72,0,9,7.87233829498291,26.556028366088867,0.014865156261925215,"A young boy is playing in a feild."
73,0,7,81.94696807861328,-10.55158519744873,0.01666067892473118,"Six or seven people are standing on a pier."
74,0,44,81.9374008178711,-10.54670238494873,0.003022594515169542,"A person wears a red shirt."
75,0,43,23.13746452331543,-46.55060577392578,0.23039175332164513,"The child is on the steps."
76,0,12,-8.371586799621582,3.8186891078948975,0.004959236198347104,"The person is playing basketball."
77,0,23,12.97540283203125,-58.8612174987793,0.27734268104700377,"A boy in a red hood is happy."
78,0,1,13.801898956298828,-17.19747543334961,0.03635462497041419,"the man is wearing a gray cap."
79,0,12,-6.5058979988098145,26.319412231445312,0.004959236198347104,"An old woman has a jean jacket."
80,0,8,8.509491920471191,-50.2332878112793,0.18655425116342236,"The couple is having fun."
81,0,21,61.689186096191406,-23.650005340576172,0.022495282249478218,"The couple just got married."
82,0,0,-39.549217224121094,0.4168764054775238,0.11677039336612427,"The man is moving."
83,0,26,-0.6568853259086609,-1.7211828231811523,0.0021203172781065083,"The man is wearing work attire and is walking to his job."
84,0,35,19.778432846069336,-66.83860778808594,0.30177731098972427,"People are in the house."
85,0,26,4.109877109527588,-1.8151599168777466,0.0021203172781065083,"A woman is singing."
86,0,31,15.511216163635254,-16.357933044433594,0.022034423455559515,"The girl is walking outside."
87,0,26,-17.07657814025879,-3.231964588165283,0.0021203172781065083,"A family on vacation is posing."
88,0,29,-22.616323471069336,-20.832561492919922,0.02449230759921533,"People are outdoors."
89,0,2,5.182118892669678,-39.1632080078125,0.03267798000000001,"The people are standing."
90,0,10,16.352310180664062,-34.09290313720703,0.10939573623944455,"A group of people eat food."
91,0,20,-83.83126068115234,39.91298294067383,0.4089042790519967,"Animal is outdoors."
92,0,26,-6.375219821929932,-0.3673765957355499,0.0021203172781065083,"An older man leans outside a building"
93,0,29,-25.684072494506836,-37.993473052978516,0.02449230759921533,"Someone is standing near a metro station."
94,0,26,-13.86696720123291,-9.922369003295898,0.0021203172781065083,"The girl is eating while barefoot."
95,0,10,19.317209243774414,-46.11185073852539,0.10939573623944455,"the man is playing"
96,0,17,21.949697494506836,20.349620819091797,0.0636117033774417,"A crowd is watching someone play basketball."
97,0,31,12.32580280303955,-0.4671625792980194,0.022034423455559515,"A group of people are standing outside."
98,0,44,78.0471420288086,-7.080065727233887,0.003022594515169542,"A woman on a bike."
99,0,39,-47.1120719909668,-23.8300724029541,0.005859717055705719,"A young person on a skateboard."
100,0,4,3.882005214691162,-47.16615676879883,0.1230371509667819,"A man is crouching on a handrail."
101,0,11,4.977697849273682,11.181907653808594,0.02169531157102342,"A girl outside plays in the snow."
102,0,31,0.1527155488729477,-14.6430025100708,0.022034423455559515,"The football player is under duress."
103,0,19,47.786598205566406,-31.238779067993164,0.042899300987654314,"The American football player in yellow catches the ball while under pressure from the player in white."
104,0,2,-18.548500061035156,-43.84382629394531,0.03267798000000001,"A person is standing outdoors."
105,0,12,-27.555130004882812,7.625540256500244,0.004959236198347104,"The girl has a beverage."
106,0,49,59.149566650390625,-38.530208587646484,0.035666099720881174,"A man in a shirt in a commercial kitchen holding up meat he took out of a bag."
107,0,43,15.733257293701172,-51.58562088012695,0.23039175332164513,"A person in red is cutting the grass on a riding mower"
108,0,23,15.54581356048584,-64.89344787597656,0.27734268104700377,"A group of people go down the road in a convertible."
109,0,27,-9.77586841583252,47.02381134033203,0.02927425684441197,"Two men are cleaning their fish"
110,0,39,-40.578468322753906,-26.776317596435547,0.005859717055705719,"The woman has something on her face."
111,0,2,-22.52931785583496,-35.08201599121094,0.03267798000000001,"The person behind the counter is a man."
112,0,14,16.128110885620117,-10.995041847229004,0.05727677263949347,"People are walking a city."
113,0,24,6.958250999450684,52.33194351196289,0.04510677240969364,"A woman is sitting in a room with other people."
114,0,12,-9.014546394348145,11.238275527954102,0.004959236198347104,"Two people are playing softball."
115,0,29,-11.180316925048828,-31.21775245666504,0.02449230759921533,"A person is riding a bike"
116,0,23,16.409141540527344,-58.134769439697266,0.27734268104700377,"There are two little boys smiling."
117,0,11,23.79986572265625,27.06966781616211,0.02169531157102342,"The men are finishing their day of work."
118,0,49,62.24433135986328,-42.91659927368164,0.035666099720881174,"The adults are young"
119,0,35,20.915170669555664,-60.70555877685547,0.30177731098972427,"A college football game."
120,0,33,15.933869361877441,-43.020172119140625,0.10551404392308991,"A game of football is being played."
121,0,15,-53.91157531738281,17.526552200317383,0.1926860317322397,"A man is playing billiards."
122,0,44,62.813758850097656,1.5227385759353638,0.003022594515169542,"The golden dog is playing ball with another dog outside."
123,0,26,-9.42581844329834,-4.870807647705078,0.0021203172781065083,"People are riding on the escalator."
124,0,45,47.979408264160156,-38.65670394897461,0.11434247999999997,"A woman is doing something with her hands."
125,0,11,6.936874866485596,14.188652038574219,0.02169531157102342,"A boy a road and two cows."
126,0,12,-14.362165451049805,14.411882400512695,0.004959236198347104,"There are more females than males."
127,0,39,-29.488529205322266,-11.764698028564453,0.005859717055705719,"Some people are in a boat."
128,0,13,-30.595951080322266,-37.69548034667969,0.07431389406480714,"A person drying clothes"
129,0,14,-1.7899891138076782,-30.989227294921875,0.05727677263949347,"A tall person drying clothes"
130,0,2,-17.57827377319336,-36.190616607666016,0.03267798000000001,"A child rides a swing in the daytime."
131,0,49,65.14773559570312,-35.05095291137695,0.035666099720881174,"People are milling about the city street."
132,0,1,21.412113189697266,-8.188018798828125,0.03635462497041419,"People are conducting business in the city."
133,0,10,15.916054725646973,-41.051273345947266,0.10939573623944455,"The man is cooking food."
134,0,39,-35.63286209106445,-15.374627113342285,0.005859717055705719,"A woman plays tennis."
135,0,4,0.4968148469924927,-47.411964416503906,0.1230371509667819,"They women are hitting a ball with their arms"
136,0,14,-0.9032002091407776,-9.472538948059082,0.05727677263949347,"This doesn't look like soccer"
137,0,4,-7.002714157104492,-48.04718017578125,0.1230371509667819,"A bunch of women are playing volleyball"
138,0,36,-35.88048553466797,-4.050568580627441,0.016123917231063458,"volleyball match is in progress between ladies"
139,0,45,51.477195739746094,-42.16948699951172,0.11434247999999997,"A group of people ride bikes together down a street."
140,0,40,-10.328485488891602,-56.505126953125,0.09717296353909463,"A group of bicyclists are on a street outside"
141,0,17,19.00578498840332,15.487828254699707,0.0636117033774417,"A middle easten store."
142,0,45,43.60021209716797,-42.8782844543457,0.11434247999999997,"A foreign store."
143,0,9,-31.99599266052246,36.72201156616211,0.014865156261925215,"A woman sees a bicycle."
144,0,12,-12.858307838439941,3.8237102031707764,0.004959236198347104,"the men are musicians"
145,0,1,16.7419490814209,-0.8591518998146057,0.03635462497041419,"four men play drums"
146,0,8,2.8792777061462402,-54.92426681518555,0.18655425116342236,"Young boys kicking around a soccer ball."
147,0,39,-41.961002349853516,-19.038616180419922,0.005859717055705719,"The man is riding a bike."
148,0,2,-16.34423828125,-49.999488830566406,0.03267798000000001,"The people look at the mountains."
149,0,15,-73.61161804199219,5.745406150817871,0.1926860317322397,"A man can is on the phone."
150,0,35,22.353370666503906,-62.694610595703125,0.30177731098972427,"A boy is hitting a ball."
151,0,28,36.881439208984375,35.5552864074707,0.11858869372412995,"Puppies next to their mother"
152,0,27,-13.327954292297363,52.09210205078125,0.02927425684441197,"The man spreads his arms while standing in front of a railing."
153,0,10,18.822004318237305,-29.61786460876465,0.10939573623944455,"A man was wearing a jacket while holding a comb."
154,0,26,-5.439180374145508,-9.766936302185059,0.0021203172781065083,"The man is upright."
155,0,3,50.935028076171875,42.0048828125,0.1327876620747111,"A man is wearing a vest."
156,0,29,-15.583983421325684,-25.435361862182617,0.02449230759921533,"The girls are happy."
157,0,19,41.657623291015625,-18.837787628173828,0.042899300987654314,"The girls are outside."
158,0,31,13.336702346801758,-18.587135314941406,0.022034423455559515,"A man is playing an instrument on the street near other people."
159,0,15,-52.36445999145508,11.01584243774414,0.1926860317322397,"Two people are talking."
160,0,33,10.892881393432617,-53.94069290161133,0.10551404392308991,"a small boy is holding a kettle that will soon be filled"
161,0,12,-37.06543731689453,9.178077697753906,0.004959236198347104,"People and a baby crossing the street."
162,0,13,41.72018814086914,-38.74169158935547,0.07431389406480714,"Two people are standing on the grass."
163,0,46,66.50786590576172,7.257109642028809,0.04597853529131985,"A woman is taking pictures"
164,0,13,-38.94204330444336,-41.945281982421875,0.07431389406480714,"Four kids pose on a beach."
165,0,17,32.0523796081543,35.20580291748047,0.0636117033774417,"Some men are watching TV at a bar."
166,0,45,41.61153030395508,-45.8321533203125,0.11434247999999997,"Two men are wearing lime green jackets."
167,0,39,-38.10107421875,-23.460554122924805,0.005859717055705719,"There is a person in a room."
168,0,24,-9.231674194335938,47.92422103881836,0.04510677240969364,"Children in uniforms climb a tower."
169,0,2,-13.88410472869873,-31.348602294921875,0.03267798000000001,"There are multiple dogs present."
170,0,14,-1.1136435270309448,-27.584516525268555,0.05727677263949347,"There are many pedestrians on the city street."
171,0,12,-13.351958274841309,6.767216205596924,0.004959236198347104,"A woman is weaving."
172,0,30,-65.00629425048828,4.115359783172607,0.08552336532651722,"A woman is on the ground outside."
173,0,12,-28.525110244750977,10.391304969787598,0.004959236198347104,"A man with a baby is petting a pony."
174,0,14,-9.81533145904541,-30.431833267211914,0.05727677263949347,"me are sitting on the side of a road"
175,0,26,-0.5294045209884644,-26.352876663208008,0.0021203172781065083,"A dog is going to get wet."
176,0,13,-36.37165069580078,-39.870460510253906,0.07431389406480714,"A girl is standing."
177,0,2,40.540103912353516,-37.441627502441406,0.03267798000000001,"The kids are in deep water"
178,0,2,4.373797416687012,-39.10527801513672,0.03267798000000001,"A climber pulls himself up some rocks"
179,0,41,0.15440495312213898,58.51435089111328,0.051006566874385394,"A man is outdoors."
180,0,36,-38.484031677246094,-5.867604732513428,0.016123917231063458,"Two bald women."
181,0,35,19.123676300048828,-59.625728607177734,0.30177731098972427,"A man has a shopping cart"
182,0,29,-20.539325714111328,-16.567766189575195,0.02449230759921533,"The shoemaker is inside."
183,0,32,-22.465429306030273,49.87849807739258,0.05501377028736134,"A woman speaks to other women."
184,0,2,-3.166395425796509,-29.84124755859375,0.03267798000000001,"A blond speaks with a group of young dark-haired woman students carrying pieces of paper."
185,0,44,75.88534545898438,1.3018940687179565,0.003022594515169542,"Someone giving out paper."
186,0,12,-15.510324478149414,14.971074104309082,0.004959236198347104,"The girl in red is in the air."
187,0,7,60.99873352050781,-7.707614421844482,0.01666067892473118,"There are ladies running."
188,0,15,-68.86070251464844,10.259387969970703,0.1926860317322397,"A boy is walking outside."
189,0,45,43.900054931640625,-45.921775817871094,0.11434247999999997,"A person balancing."
190,0,17,28.00780487060547,19.042543411254883,0.0636117033774417,"A guy with a skateboard is looking at a park to skateboard."
191,0,12,-17.82223892211914,18.716882705688477,0.004959236198347104,"A young boy is sleeping on a pillow."
192,0,12,-18.023427963256836,7.448246002197266,0.004959236198347104,"A human jumping."
193,0,31,8.975754737854004,-8.43911075592041,0.022034423455559515,"The children are wet."
194,0,10,58.339111328125,-44.64425277709961,0.10939573623944455,"Four girls are in the water."
195,0,36,-39.56233596801758,-0.251911997795105,0.016123917231063458,"The man is in a black shirt."
196,0,16,-79.63818359375,11.31756591796875,0.20183313911018946,"An adult using a video camera."
197,0,38,-70.369140625,29.1397762298584,0.2468011190405056,"A group of people stand together."
198,0,18,51.604190826416016,-10.803641319274902,0.0731367992627824,"A wave is about hit some boys."
199,0,19,52.622222900390625,-19.83368682861328,0.042899300987654314,"A giant wave is about to crash on some boys."
200,0,30,-67.86652374267578,-9.922449111938477,0.08552336532651722,"A woman is sitting next to a girl while they finish an experiment."
201,0,29,-10.299446105957031,-9.294622421264648,0.02449230759921533,"A woman is helping a girl."
202,0,17,24.16379165649414,15.391074180603027,0.0636117033774417,"A lady is helping another woman work"
203,0,31,16.979434967041016,9.705116271972656,0.022034423455559515,"One guy kicks another."
204,0,10,17.9422550201416,-26.27196502685547,0.10939573623944455,"A man is wearing something."
205,0,31,6.827332496643066,-13.817995071411133,0.022034423455559515,"A man is in front of a camera."
206,0,17,24.056650161743164,25.489992141723633,0.0636117033774417,"SOME ANIMALS ARE ASLEEP"
207,0,39,-41.98768997192383,-25.019372940063477,0.005859717055705719,"There is one animal in this picture."
208,0,45,47.8870735168457,-39.64779281616211,0.11434247999999997,"A person is outside."
209,0,9,3.7517271041870117,41.16923904418945,0.014865156261925215,"A group of well dressed people walk down a block with one of them holding a sign."
210,0,9,15.17608642578125,49.479515075683594,0.014865156261925215,"the boy gets ready"
211,0,33,56.59954833984375,-45.663944244384766,0.10551404392308991,"The man and woman are sitting."
212,0,3,60.448604583740234,20.954936981201172,0.1327876620747111,"There are several people outside of a building."
213,0,12,-13.735572814941406,12.453516006469727,0.004959236198347104,"A person is talking to a child while another person watches."
214,0,28,35.226627349853516,41.69142532348633,0.11858869372412995,"A man and woman are sharing a hotdog."
215,0,2,-17.931123733520508,-43.759681701660156,0.03267798000000001,"The employee is indoors."
216,0,14,-3.8631911277770996,-25.972511291503906,0.05727677263949347,"A workman is helping put a roof on a house."
217,0,12,-17.16417121887207,-9.190185546875,0.004959236198347104,"There are people in an inflatable boat."
218,0,0,-46.34425735473633,9.023323059082031,0.11677039336612427,"The boys had unclean hands."
219,0,23,4.45917272567749,-63.27109909057617,0.27734268104700377,"Two boys washing their hands"
220,0,48,-23.371070861816406,44.15177917480469,0.034952028771804915,"A person biking."
221,0,2,-22.165102005004883,-36.6971549987793,0.03267798000000001,"Two men sit outdoors in an urban area."
222,0,35,20.446428298950195,-59.23847961425781,0.30177731098972427,"people with a dog"
223,0,8,6.11945104598999,-60.42279052734375,0.18655425116342236,"Two homeless men lean against a wall with a dog."
224,0,27,14.08626651763916,33.56978225708008,0.02927425684441197,"A woman is using gymnastics equipment."
225,0,21,69.66588592529297,-23.814851760864258,0.022495282249478218,"six people act together to get another injured man on a transport in snowy terrain"
226,0,41,41.05030059814453,45.82733917236328,0.051006566874385394,"six people act to save a seventh who is injured"
227,0,31,14.89551830291748,2.3328921794891357,0.022034423455559515,"The women are outdoors."
228,0,29,-33.39054870605469,-33.953941345214844,0.02449230759921533,"A man in a hat."
229,0,13,-50.39114761352539,-28.26390266418457,0.07431389406480714,"The woman is standing."
230,0,29,-26.863862991333008,-41.06523895263672,0.02449230759921533,"Boys are playing."
231,0,33,56.90599060058594,-45.790809631347656,0.10551404392308991,"People are buying food from a street vendor."
232,0,13,-38.629764556884766,-38.012874603271484,0.07431389406480714,"Some people put something in a boat in a place with more than one boat."
233,0,30,-66.61518096923828,-9.663681030273438,0.08552336532651722,"There is a man."
234,0,40,-19.76468849182129,-47.31853485107422,0.09717296353909463,"There are people pulling a boat."
235,0,10,71.43045806884766,-30.08182144165039,0.10939573623944455,"the crowd of people are shopping."
236,0,48,-40.406211853027344,35.71038055419922,0.034952028771804915,"A child is inside a car."
237,0,14,6.694640159606934,-32.04103469848633,0.05727677263949347,"Five children are playing."
238,0,40,-11.690632820129395,-55.39803695678711,0.09717296353909463,"a woman stands with a child"
239,0,26,-8.128775596618652,-25.107187271118164,0.0021203172781065083,"A boy swims."
240,0,19,41.59770584106445,-19.096757888793945,0.042899300987654314,"The street is alive with activity."
241,0,42,43.129695892333984,18.907590866088867,0.014399780713860793,"a player is waiting"
242,0,44,68.09871673583984,-6.454748153686523,0.003022594515169542,"The people are outdoors."
243,0,46,60.312095642089844,16.24528694152832,0.04597853529131985,"The woman in black has a job."
244,0,12,-30.042705535888672,-8.298547744750977,0.004959236198347104,"A pitcher is playing baseball at a stadium"
245,0,1,17.920543670654297,-3.8072211742401123,0.03635462497041419,"A pitcher is playing baseball"
246,0,17,29.92009925842285,5.1143670082092285,0.0636117033774417,"A group of people strolling."
247,0,33,8.346482276916504,-49.49037170410156,0.10551404392308991,"People are playing violin on stage."
248,0,12,-17.712993621826172,18.79007339477539,0.004959236198347104,"People are playing a violin solo for a crowd."
249,0,43,16.059743881225586,-54.80369567871094,0.23039175332164513,"A mother and daughter are walking."
250,0,23,18.088218688964844,-66.3231201171875,0.27734268104700377,"A boy is airborne on a bicycle."
251,0,0,-33.21992492675781,5.777599334716797,0.11677039336612427,"Three dogs are running"
252,0,21,64.5927963256836,-14.7650728225708,0.022495282249478218,"Three people are on a boat."
253,0,29,-20.353487014770508,-25.065662384033203,0.02449230759921533,"a guy with a blue top carries a pack and makes his way through snow"
254,0,41,14.583745956420898,47.09722137451172,0.051006566874385394,"a man is looking through a telescope"
255,0,8,-3.6615729331970215,-61.28447341918945,0.18655425116342236,"There are people on the street."
256,0,8,3.4393153190612793,-54.00209045410156,0.18655425116342236,"A painter is creating a picture."
257,0,43,25.794517517089844,-62.66270065307617,0.23039175332164513,"A man does a flip off a wall."
258,0,42,24.43619728088379,-47.319454193115234,0.014399780713860793,"Two dogs are running."
259,0,40,-7.259964466094971,-58.02821731567383,0.09717296353909463,"A man is doing things with a baton."
260,0,46,54.53361129760742,12.47726821899414,0.04597853529131985,"People wearing orange."
261,0,8,-0.31124284863471985,-64.11322784423828,0.18655425116342236,"Fans cheering on their team at the big game."
262,0,44,70.1729507446289,-3.582706928253174,0.003022594515169542,"Gymnasts get ready for a competition."
263,0,21,63.55284118652344,-19.917367935180664,0.022495282249478218,"A man is cooking something to eat."
264,0,44,67.0503921508789,-4.864260196685791,0.003022594515169542,"A person is atop of a building."
265,0,23,16.241355895996094,-64.51316833496094,0.27734268104700377,"a child pulls colorful tissue paper from a fancy box"
266,0,9,5.8083600997924805,21.72673988342285,0.014865156261925215,"A child is playing in the sand."
267,0,44,76.96871948242188,0.8450983166694641,0.003022594515169542,"Two boys reading a piece of literature."
268,0,0,-43.35817337036133,9.710811614990234,0.11677039336612427,"The man is driving a buggy."
269,0,18,44.58382034301758,-12.235713958740234,0.0731367992627824,"A little male has clothes on with a pair of scissors in his hands."
270,0,12,-9.07870864868164,15.072568893432617,0.004959236198347104,"The man in white and black is leaping."
271,0,17,23.6091365814209,22.568180084228516,0.0636117033774417,"The elderly woman is knitting a scarf for the woman she is talking to."
272,0,19,44.89601516723633,-29.741724014282227,0.042899300987654314,"Elderly woman is balancing something on her head while having a conversation."
273,0,8,8.24606990814209,-52.399139404296875,0.18655425116342236,"Someone taking in the space needle view."
274,0,45,54.41872024536133,-39.36585998535156,0.11434247999999997,"the man is old"
275,0,0,-41.271507263183594,8.949417114257812,0.11677039336612427,"The soccer team in blue plays soccer."
276,0,33,-16.764122009277344,-51.1441764831543,0.10551404392308991,"Workers stand on a lift"
277,0,17,38.27223205566406,11.646273612976074,0.0636117033774417,"people outside"
278,0,12,-16.939939498901367,31.62175178527832,0.004959236198347104,"The boy is looking through a microscope."
279,0,28,35.65280532836914,40.15498352050781,0.11858869372412995,"A guy has hurled himself in the air."
280,0,31,8.495661735534668,-15.456169128417969,0.022034423455559515,"A golfer readies to putt the ball."
281,0,12,-8.420190811157227,14.298336029052734,0.004959236198347104,"The golfer is getting ready to putt on the green with a crowd watching in the background."
282,0,9,-7.22846794128418,43.97605895996094,0.014865156261925215,"a child does a jumping kick"
283,0,4,-7.498730659484863,-41.47262954711914,0.1230371509667819,"Men are sitting outside."
284,0,29,-27.131813049316406,-23.94608497619629,0.02449230759921533,"There's a place to sit near a wall"
285,0,23,8.990836143493652,-64.48625946044922,0.27734268104700377,"A person is preparing some food."
286,0,5,-66.42646026611328,32.891597747802734,0.06236804122448979,"A man is cooking with a lot of pots."
287,0,24,-2.321469783782959,55.619728088378906,0.04510677240969364,"a man is with another man"
288,0,41,12.873503684997559,41.74735641479492,0.051006566874385394,"The women are walking on the ice."
289,0,19,44.807647705078125,-31.757749557495117,0.042899300987654314,"The men are playing music"
290,0,31,-3.856736660003662,-17.239595413208008,0.022034423455559515,"A man is shooting a gun at targets on a nice day."
291,0,18,50.96416473388672,-5.319732189178467,0.0731367992627824,"There are multiple people present."
292,0,44,66.40352630615234,-2.4189066886901855,0.003022594515169542,"The man is in front of a building."
293,0,44,67.14309692382812,-1.0055325031280518,0.003022594515169542,"A group of people are sitting at tables."
294,0,12,-47.194358825683594,-23.720855712890625,0.004959236198347104,"A woman makes food."
295,0,33,13.963093757629395,-44.09598922729492,0.10551404392308991,"Women rollerskating around an are"
296,0,33,-0.09329970926046371,-38.26875686645508,0.10551404392308991,"A group of cleaners after a parade."
297,0,12,-2.2708137035369873,19.25267791748047,0.004959236198347104,"The young girl is playing with a toy."
298,0,44,68.21549987792969,-7.6517109870910645,0.003022594515169542,"The car has stuff on top."
299,0,48,-51.46967697143555,-5.0669474601745605,0.034952028771804915,"there are several women"
300,0,27,-9.675285339355469,42.7616081237793,0.02927425684441197,"A boy riding a skateboard on a stone wall."
301,0,2,-28.993892669677734,-29.847068786621094,0.03267798000000001,"Someone person was near a bunch of birds."
302,0,2,-24.660512924194336,-28.17173957824707,0.03267798000000001,"There were some birds near a woman."
303,0,16,-78.94436645507812,8.046987533569336,0.20183313911018946,"dog is running and being chased by another dog"
304,0,15,-76.55940246582031,4.667629241943359,0.1926860317322397,"A woman and two children climb up the stairs"
305,0,40,-11.343563079833984,-57.16080093383789,0.09717296353909463,"A man is sleeping on the floor."
306,0,23,13.690545082092285,-65.97806549072266,0.27734268104700377,"A young man is sleeping while in the sitting position."
